0.000000000000000000e+00,0.000000000000000000e+00
-1.006079372018575668e-02,3.437546838540583849e-04
-6.118055761348547422e-03,3.475922330080456670e-04
2.164863863131288174e-03,3.073041968309886797e-04
1.478649122153638355e-02,1.020991136378784307e-04
3.174071336867868159e-02,-4.610755765400924950e-04
5.301151456289694003e-02,-1.647280164540450807e-03
7.792385112495220367e-02,-3.739046647416800068e-03
1.027617447004839646e-01,-6.581412340032279269e-03
1.275025852185844299e-01,-1.017178982128934088e-02
1.521238509562768959e-01,-1.450691075085186986e-02
1.766031290401638421e-01,-1.958282884433333593e-02
2.009181358489886549e-01,-2.539492346562114908e-02
2.250467372985384684e-01,-3.193790383306707031e-02
2.489669689904224770e-01,-3.920581383571480893e-02
2.726570562063845293e-01,-4.719203745518053827e-02
2.960954337299485095e-01,-5.588930478825072934e-02
3.192607654773536030e-01,-6.528969866471499850e-02
3.421319639199081886e-01,-7.538466185440961809e-02
3.646882092800832198e-01,-8.616500485691108713e-02
3.869089684838699639e-01,-9.762091426678888573e-02
4.087740138521500088e-01,-1.097419617068022824e-01
4.302634415140626500e-01,-1.225171133209093932e-01
4.513576895256078414e-01,-1.359347398184469757e-01
4.720375556769911274e-01,-1.499826270603374923e-01
4.922842149725008554e-01,-1.646479871776870829e-01
5.120792367670050638e-01,-1.799174702126527525e-01
5.314046015434686909e-01,-1.957771762709823449e-01
5.502427173162194318e-01,-2.122126681751645982e-01
5.685764356450282442e-01,-2.292089846066711067e-01
5.863890672454292741e-01,-2.467506537253267018e-01
6.036643971810665699e-01,-2.648217072534105876e-01
6.203866996242402010e-01,-2.834056950116671247e-01
6.365407521712131977e-01,-3.024856998939944863e-01
6.521118496992492908e-01,-3.220443532671791176e-01
6.670858177527672073e-01,-3.420638507816579077e-01
6.814490254464251606e-01,-3.625259685789155029e-01
6.951883978733904845e-01,-3.834120798807625907e-01
7.082914280074993352e-01,-4.047031719453945686e-01
7.207461880884714622e-01,-4.263798633747946099e-01
7.325413404798153394e-01,-4.484224217577267857e-01
7.436661479895414484e-01,-4.708107816322584793e-01
7.541104836442868997e-01,-4.935245627514603939e-01
7.638648399079548401e-01,-5.165430886356572326e-01
7.729203373364769147e-01,-5.398454053943408937e-01
7.812687326608196425e-01,-5.634103008006119406e-01
7.889024262908779228e-01,-5.872163236007860165e-01
7.958144692334233605e-01,-6.112418030415881498e-01
8.019985694178110025e-01,-6.354648685971584499e-01
8.074490974236858687e-01,-6.598634698779116681e-01
8.121610916054750051e-01,-6.844153967031281205e-01
8.161302626090010115e-01,-7.090982993190031447e-01
8.193529972761045554e-01,-7.338897087437504796e-01
8.218263619337219383e-01,-7.587670572212399378e-01
8.235481050644238854e-01,-7.837076987645499315e-01
8.245166593559845047e-01,-8.086889297707333668e-01
8.247311431281136862e-01,-8.336880096880321389e-01
8.241913611350559776e-01,-8.586821817167266113e-01
8.228978047433236354e-01,-8.836486935247748198e-01
8.208516514844029777e-01,-9.085648179593855955e-01
8.180547639828411599e-01,-9.334078737356705791e-01
8.145096882606887023e-01,-9.581552460835423002e-01
8.102196514198416466e-01,-9.827844073340634701e-01
8.051885587043929871e-01,-1.007272937426507919e+00
7.994209899456674595e-01,-1.031598544317464894e+00
7.929221953931762101e-01,-1.055739084273408457e+00
7.856980909352856424e-01,-1.079672582028259997e+00
7.777552527139515171e-01,-1.103377250787593411e+00
7.691009111384212726e-01,-1.126831512061273521e+00
7.597429443033525409e-01,-1.150014015306474402e+00
7.496898708173401760e-01,-1.172903657363195906e+00
7.389508420483804629e-01,-1.195479601664585667e+00
7.275356337933303053e-01,-1.217721297204580777e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.041171140968799591e-02,3.435503167565912008e-04
-6.460397483723324952e-03,3.473924337683662478e-04
1.831104360918708179e-03,3.083909115473955831e-04
1.446137188678392124e-02,1.071050076495571202e-04
3.142443516152344796e-02,-4.481700011119074548e-04
5.270455840140558790e-02,-1.621155712142509017e-03
7.761857031368765703e-02,-3.692872496518950776e-03
1.024587433329215425e-01,-6.515248158000673702e-03
1.272024653132093341e-01,-1.008571347252523731e-02
1.518272119085634642e-01,-1.440101822591124264e-02
1.763105670769425370e-01,-1.945723417254614784e-02
2.006302434856975792e-01,-2.524975861128981452e-02
2.247641027998532604e-01,-3.177331857533863962e-02
2.486901758347557778e-01,-3.902197563223618743e-02
2.723866825547422987e-01,-4.698913128966085428e-02
2.958320518996270243e-01,-5.566753300206966903e-02
3.190049414209557010e-01,-6.504928077273032516e-02
3.418842567101536556e-01,-7.512583434513159242e-02
3.644491706008817777e-01,-8.588802097722569862e-02
3.866791421281203789e-01,-9.732604379142577311e-02
4.085539352267223978e-01,-1.094294906927573557e-01
4.300536371524147361e-01,-1.221873438470455903e-01
4.511586766084785260e-01,-1.355879897105101706e-01
4.718498415616081965e-01,-1.496192296016380097e-01
4.921082967307308098e-01,-1.642682908057100655e-01
5.119156007328657942e-01,-1.795218382018735903e-01
5.312537228704171666e-01,-1.953659864021759229e-01
5.501050595446166369e-01,-2.117863123915094126e-01
5.684524502801762136e-01,-2.287678686569611930e-01
5.862791933465628658e-01,-2.462951967946163112e-01
6.035690609616757296e-01,-2.643523415814277300e-01
6.203063140640854289e-01,-2.829228654993433678e-01
6.364757166403878230e-01,-3.019898636984691409e-01
6.520625495946307248e-01,-3.215359793856467086e-01
6.670526241471879114e-01,-3.415434196244373499e-01
6.814322947508829609e-01,-3.619939715321299212e-01
6.951884715126058767e-01,-3.828690188590279653e-01
7.083086321091147664e-01,-4.041495589349239914e-01
7.207808331861751405e-01,-4.258162199673344306e-01
7.325937212306611324e-01,-4.478492786757489186e-01
7.437365429057207766e-01,-4.702286782458406367e-01
7.541991548395975409e-01,-4.929340465872946164e-01
7.639720328591972365e-01,-5.159447148786333592e-01
7.730462806599954773e-01,-5.392397363821587186e-01
7.814136379043918890e-01,-5.627979055118820240e-01
7.890664877411415201e-01,-5.865977771370853855e-01
7.959978637390157097e-01,-6.106176861039422921e-01
8.022014562283831252e-01,-6.348357669574258288e-01
8.076716180449365901e-01,-6.592299738455523750e-01
8.124033696703374385e-01,-6.837781005878420526e-01
8.163924037650989174e-01,-7.084578008897264301e-01
8.196350890895804930e-01,-7.332466086845033093e-01
8.221284738095255840e-01,-7.581219585843206321e-01
8.238702881831323488e-01,-7.830612064215729529e-01
8.248589466272121529e-01,-8.080416498620115462e-01
8.250935491605545513e-01,-8.330405490708037153e-01
8.245738822231852838e-01,-8.580351474127295708e-01
8.233004188707708781e-01,-8.830026921676721319e-01
8.212743183439936701e-01,-9.079204552425429453e-01
8.184974250132885931e-01,-9.327657538607903032e-01
8.149722666999027476e-01,-9.575159712106554588e-01
8.107020523748055263e-01,-9.821485770333802101e-01
8.056906692375449541e-01,-1.006641148132625396e+00
7.999426791777086709e-01,-1.030971388786429577e+00
7.934633146222106470e-01,-1.055117151043126977e+00
