-3.494488864817747384e-03,2.141339870922847794e-05
-3.494488864817747384e-03,2.141339870922847794e-05
-3.417139522624798500e-03,2.140579023020644186e-05
-3.258344699516009611e-03,2.139002111563582085e-05
-3.179175248100734198e-03,2.138200070872892271e-05
-3.494837592708213442e-03,2.209998036599538821e-05
-3.416093536045999076e-03,2.210748821999360123e-05
-3.336414633680659814e-03,2.211439190988625286e-05
-3.257853128844415396e-03,2.212175867896771982e-05
-3.257390626684843974e-03,2.212170848206691513e-05
-3.501116529054195715e-03,2.122480848089850281e-05
-3.347355158266519890e-03,2.119797241215627041e-05
-3.270219336272704551e-03,2.118426170164784263e-05
-3.192762338753814093e-03,2.117077768295962391e-05
-3.114225425595723139e-03,2.115684737991992061e-05
-3.505181367536136083e-03,2.120993371129435749e-05
-3.424734315874790325e-03,2.119609800277791206e-05
-3.424989340176162658e-03,2.119612429607619004e-05
-3.352456885309071030e-03,2.118321231278410738e-05
-3.277347582884609836e-03,2.116976920529890283e-05
-3.438925418946930761e-03,2.148238613187685456e-05
-3.362039603539454351e-03,2.147535230098250190e-05
-3.281511873116701745e-03,2.146786956710008471e-05
-3.281511873116701745e-03,2.146786956710008471e-05
-3.119189274863981912e-03,2.145253273187350130e-05
-3.511498845811407074e-03,2.205934730161941595e-05
-3.436959742512259858e-03,2.206491627896970474e-05
-3.362159166389125983e-03,2.207034592071885820e-05
-3.287996443330106194e-03,2.207591670134204055e-05
-3.214652745050590801e-03,2.208175647980182877e-05
-3.519051952334243186e-03,2.153241745668221186e-05
-3.445746339468465456e-03,2.152509234101666370e-05
-3.371952746782526985e-03,2.151747802845638193e-05
-3.298764446241259259e-03,2.151012185518593080e-05
-3.226392983330154084e-03,2.150288638342528829e-05
-3.524710249798774456e-03,2.188916340916015883e-05
-3.456580447420557530e-03,2.188991961574209398e-05
-3.388229177270735831e-03,2.189054113919169302e-05
-3.320075097071160594e-03,2.189161889859337910e-05
-3.250507568240762306e-03,2.189234178659769459e-05
-3.595996935084751125e-03,2.220587283157991908e-05
-3.529558048787207695e-03,2.221335670429446790e-05
-3.393255585385096269e-03,2.222839566733274432e-05
-3.323138197036384824e-03,2.223573106793153012e-05
-3.252190594823988531e-03,2.224308442455658953e-05
-3.531024445483555221e-03,2.278867453625260130e-05
